6219 5 7 0.9012682 0.42579165 0 0 0.0 0.0 0.0 0.0
1001 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
2015 6 8 0.9309497 0.32519147 0 0 0.0 0.0 0.0 0.0
1950 5 5 0.9376317 0.25043148 0 0 0.0 0.0 0.0 0.0
1784 5 5 0.9185935 0.2572387 0 0 0.0 0.0 0.0 0.0
1841 5 5 0.91183454 0.30529374 0 0 0.0 0.0 0.0 0.0
2129 5 5 0.9152934 0.28981295 0 0 0.0 0.0 0.0 0.0
1000 16 48 0.83954674 0.37779292 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 17 51 0.803401 0.4084478 0 0 0.0 0.0 0.0 0.0
1 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 17 51 0.79675764 0.41498077 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
2000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
500 1 1 0.5 0.5 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
2000 17 51 0.8297138 0.41379595 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
1000 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
2000 16 47 0.88172495 0.35963213 0 0 0.0 0.0 0.0 0.0
51 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
2000 18 54 0.8783281 0.34592354 0 0 0.0 0.0 0.0 0.0
2000 15 45 0.9145272 0.3768259 0 0 0.0 0.0 0.0 0.0
2000 15 45 0.913881 0.37394524 0 0 0.0 0.0 0.0 0.0
2000 15 45 0.9098231 0.3580995 0 0 0.0 0.0 0.0 0.0
2000 11 24 0.8515696 0.38183296 0 0 0.0 0.0 0.0 0.0
500 9 27 0.57512975 0.40211123 0 0 0.0 0.0 0.0 0.0
500 8 24 0.4544661 0.46162435 0 0 0.0 0.0 0.0 0.0
500 11 33 0.6371468 0.399689 0 0 0.0 0.0 0.0 0.0
100 8 24 0.5824119 0.5572916 0 0 0.0 0.0 0.0 0.0
100 6 18 0.37604427 0.5130952 0 0 0.0 0.0 0.0 0.0
100 6 18 0.697619 0.42592594 0 0 0.0 0.0 0.0 0.0
100 8 24 0.40885416 0.50416666 0 0 0.0 0.0 0.0 0.0
100 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
100 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2002 1 1 0.0 0.0 0 0 0.0 0.0 0.0 0.0
2000 5 7 0.90460527 0.40989977 0 0 0.0 0.0 0.0 0.0
4985 5 7 0.89678985 0.38171053 0 0 0.0 0.0 0.0 0.0
9168 5 7 0.8935385 0.4350756 0 0 0.0 0.0 0.0 0.0
15000 5 7 0.8810094 0.40265614 0 0 0.0 0.0 0.0 0.0
15000 5 7 0.8885822 0.40720567 0 0 0.0 0.0 0.0 0.0
3359 5 5 0.91098815 0.27922556 0 0 0.0 0.0 0.0 0.0
3252 5 5 0.9082659 0.28580764 0 0 0.0 0.0 0.0 0.0
3599 5 5 0.92352486 0.25952718 0 0 0.0 0.0 0.0 0.0
3181 5 5 0.9404518 0.29961815 0 0 0.0 0.0 0.0 0.0
3253 5 5 0.9002023 0.2931983 0 0 0.0 0.0 0.0 0.0
9666 6 11 0.91794604 0.45519868 0 0 0.0 0.0 0.0 0.0
3984 6 12 0.946867 0.53951025 0 0 0.0 0.0 0.0 0.0
12000 5 9 0.90153515 0.51452315 0 0 0.0 0.0 0.0 0.0
9232 6 11 0.9237909 0.5785427 0 0 0.0 0.0 0.0 0.0
