3.122413	108.30822	4.652419	7698.677340999996	17.0	17.0	12528.0	
0.204029	8.134036	0.472508	640.374516	0.0	0.0	0.0	
1.350609	4.9E-324	1.350609	1.350609	0.0	0.0	0.0	
1.112508	4.9E-324	1.112508	1.112508	0.0	0.0	0.0	
1.310379	4.9E-324	1.310379	1.310379	0.0	0.0	0.0	
0.461835	4.9E-324	0.461835	0.461835	0.0	0.0	0.0	
0.802156	4.9E-324	0.802156	0.802156	0.0	0.0	0.0	
0.440898	4.9E-324	0.440898	0.440898	0.0	0.0	0.0	
0.498781	4.9E-324	0.498781	0.498781	0.0	0.0	0.0	
0.685978	4.9E-324	0.685978	0.685978	0.0	0.0	0.0	
0.548864	4.9E-324	0.548864	0.548864	0.0	0.0	0.0	
0.199513	5.049391	0.407646	620.4442119999986	0.0	0.0	0.0	
0.267248	29.483931	0.42694	919.1272320000006	0.0	0.0	0.0	
0.249186	23.569986	0.357563	864.9181069999979	0.0	0.0	0.0	
0.166671	14.217116	0.385478	587.7040360000016	0.0	0.0	0.0	
0.222502	37.903279	0.37891	716.9454769999991	0.0	0.0	0.0	
0.130956	6.33637	0.574727	229.70298999999983	0.0	0.0	0.0	
0.271764	2.278384	0.488108	255.57803399999997	0.0	0.0	0.0	
0.268069	35.895838	0.56118	291.717304	0.0	0.0	0.0	
0.145324	6.063376	0.493855	230.56138699999983	0.0	0.0	0.0	
0.151071	4.13968	0.446235	233.34099000000006	0.0	0.0	0.0	
0.141219	2.712714	0.530391	237.393684	0.0	0.0	0.0	
0.259448	2.482002	0.368236	264.05732000000006	0.0	0.0	0.0	
0.143682	5.10358	0.307479	366.0427319999996	0.0	0.0	0.0	
0.140397	2.770186	0.229891	347.64650899999964	0.0	0.0	0.0	
0.254933	1.929853	0.475382	264.712083	0.0	0.0	0.0	
0.252469	6.244825	0.376446	271.06612900000016	0.0	0.0	0.0	
0.286133	3.916357	0.466351	266.149333	0.0	0.0	0.0	
0.132187	192.56902	0.351815	573.671647000001	0.0	0.0	0.0	
0.256164	4.401591	0.461835	249.34470700000003	0.0	0.0	0.0	
0.27587	2.396203	0.511918	259.7517999999999	0.0	0.0	0.0	
0.261912	2.300552	0.399436	240.35678600000006	0.0	0.0	0.0	
0.043104	1.774266	0.054599	325.7999130000005	0.0	0.0	0.0	
0.140398	4.296909	0.552559	275.80886399999974	0.0	0.0	0.0	
0.147788	6.093343	0.657653	281.49332400000026	0.0	0.0	0.0	
0.038999	3.181937	0.066094	84.28297099999988	0.0	0.0	0.0	
0.036125	1.77714	0.054188	87.3319059999998	0.0	0.0	0.0	
0.039	2.02222	0.057883	86.58926200000006	0.0	0.0	0.0	
0.036125	2.127313	0.049263	83.791982	0.0	0.0	0.0	
0.039	2.020988	0.073073	88.38856899999982	0.0	0.0	0.0	
0.041052	2.334625	0.050904	88.936188	0.0	0.0	0.0	
0.033252	6.341297	0.057472	86.2214170000001	0.0	0.0	0.0	
0.038179	2.553843	0.058705	85.4989430000001	0.0	0.0	0.0	
0.035305	2.126081	0.050904	82.40648700000004	0.0	0.0	0.0	
0.036947	1.84036	0.069788	89.71205800000004	0.0	0.0	0.0	
0.032842	2.208185	0.070199	88.03018199999978	0.0	0.0	0.0	
0.03202	2.256216	0.052957	84.85769599999979	0.0	0.0	0.0	
1.7976931348623157E308	4.9E-324	0.0	0.0	0.0	0.0	15085.0	
0.035715	1.50866	0.060346	81.25415999999994	0.0	0.0	0.0	
0.03941	2.603516	0.049262	81.59284599999998	0.0	0.0	0.0	
3.157307	51.730402	4.220142	13895.833915999989	51.0	51.0	616689.0	
3.227121	103.994922	8.0848405	768.8385920000002	9.0	9.0	187.0	
2.082994	54.903349	5.111422	10240.248374000023	18.0	18.0	34766.0	
1.972974	139.001862	2.97465	10520.959049000001	16.0	16.0	33626.0	
1.987753	275.883784	5.739111	9701.532928000013	16.0	16.0	34543.0	
1.956143	55.25024	4.04201	9319.353646999993	16.0	16.0	34170.0	
3.947589	243.51856	18.221065	40521.449610999975	60.0	60.0	713025.0	
