"tick";"NormativeNetworkCardinality";"NormativeSystemMinimality";"NormativeSystemFitoussiMinimality";"AvgNonRegulatedCollisions"
1;864.0;60;8;20;0.0
1;865.0;60;8;20;0.0
1;866.0;60;8;20;0.0
1;867.0;60;8;20;0.0
1;868.0;60;8;20;0.0
1;869.0;60;8;20;0.0
1;870.0;60;8;20;0.0
1;871.0;60;8;20;0.0
1;872.0;60;8;20;0.0
1;873.0;60;8;20;0.0
1;874.0;60;7;20;0.0
1;875.0;60;7;19;0.0
1;876.0;60;7;19;0.0
1;877.0;60;7;19;0.0
1;878.0;60;7;19;0.1
1;879.0;60;7;19;0.2
1;880.0;60;7;19;0.2
1;881.0;60;7;19;0.2
1;882.0;60;8;19;0.4
1;883.0;60;8;20;0.4
1;884.0;60;8;20;0.4
1;885.0;60;8;20;0.4
1;886.0;60;8;20;0.4
1;887.0;60;8;20;0.4
1;888.0;60;8;20;0.3
1;889.0;60;8;20;0.2
1;890.0;60;8;20;0.2
1;891.0;60;8;20;0.2
1;892.0;60;8;20;0.0
1;893.0;60;8;20;0.0
1;894.0;60;8;20;0.0
1;895.0;60;8;20;0.0
1;896.0;60;8;20;0.0
1;897.0;60;8;20;0.0
1;898.0;60;8;20;0.0
1;899.0;60;8;20;0.0
1;900.0;60;8;20;0.0
1;901.0;60;8;20;0.0
1;902.0;60;8;20;0.0
1;903.0;60;8;20;0.0
1;904.0;60;8;20;0.0
1;905.0;60;8;20;0.0
1;906.0;60;8;20;0.0
1;907.0;60;8;20;0.0
1;908.0;60;8;20;0.0
1;909.0;60;8;20;0.0
1;910.0;60;8;20;0.0
1;911.0;60;8;20;0.0
1;912.0;60;8;20;0.0
1;913.0;60;8;20;0.0
1;914.0;60;8;20;0.0
1;915.0;60;8;20;0.0
1;916.0;60;8;20;0.0
1;917.0;60;8;20;0.0
1;918.0;60;8;20;0.0
1;919.0;60;8;20;0.0
1;920.0;60;8;20;0.0
1;921.0;60;8;20;0.0
1;922.0;60;8;20;0.0
1;923.0;60;8;20;0.0
1;924.0;60;8;20;0.0
1;925.0;60;8;20;0.0
1;926.0;60;8;20;0.0
1;927.0;60;8;20;0.0
1;928.0;60;8;20;0.0
1;929.0;60;8;20;0.0
1;930.0;60;8;20;0.0
1;931.0;60;8;20;0.0
1;932.0;60;8;20;0.0
1;933.0;60;8;20;0.0
1;934.0;60;8;20;0.0
1;935.0;60;7;20;0.0
1;936.0;60;7;19;0.0
1;937.0;60;7;19;0.0
1;938.0;60;7;19;0.1
1;939.0;60;7;19;0.1
1;940.0;60;7;19;0.1
1;941.0;60;7;19;0.1
1;942.0;60;7;19;0.1
1;943.0;60;7;19;0.3
1;944.0;60;7;19;0.3
1;945.0;60;8;19;0.5
1;946.0;60;8;20;0.5
1;947.0;60;8;20;0.5
1;948.0;60;8;20;0.4
1;949.0;60;8;20;0.4
1;950.0;60;8;20;0.4
1;951.0;60;8;20;0.4
1;952.0;60;8;20;0.4
1;953.0;60;8;20;0.2
1;954.0;60;8;20;0.2
1;955.0;60;8;20;0.0
1;956.0;60;8;20;0.0
1;957.0;60;8;20;0.0
1;958.0;60;8;20;0.0
1;959.0;60;8;20;0.0
1;960.0;60;8;20;0.0
1;961.0;60;8;20;0.0
1;962.0;60;8;20;0.0
1;963.0;60;8;20;0.0
1;964.0;60;8;20;0.0
1;965.0;60;8;20;0.0
1;966.0;60;8;20;0.0
1;967.0;60;8;20;0.0
1;968.0;60;8;20;0.0
1;969.0;60;8;20;0.0
1;970.0;60;8;20;0.0
1;971.0;60;8;20;0.0
1;972.0;60;8;20;0.0
1;973.0;60;8;20;0.0
1;974.0;60;8;20;0.0
1;975.0;60;8;20;0.0
1;976.0;60;8;20;0.0
1;977.0;60;8;20;0.0
1;978.0;60;8;20;0.0
1;979.0;60;8;20;0.0
1;980.0;60;8;20;0.0
1;981.0;60;8;20;0.0
1;982.0;60;8;20;0.0
1;983.0;60;8;20;0.0
1;984.0;60;8;20;0.0
1;985.0;60;8;20;0.0
1;986.0;60;8;20;0.0
1;987.0;60;8;20;0.0
1;988.0;60;8;20;0.0
1;989.0;60;8;20;0.0
1;990.0;60;8;20;0.0
1;991.0;60;8;20;0.0
1;992.0;60;8;20;0.0
1;993.0;60;8;20;0.0
1;994.0;60;8;20;0.0
1;995.0;60;8;20;0.0
1;996.0;60;8;20;0.0
1;997.0;60;7;20;0.0
1;998.0;60;7;19;0.0
1;999.0;60;8;19;0.1
1;1000.0;60;8;20;0.1
1;1001.0;60;8;20;0.1
1;1002.0;60;8;20;0.1
1;1003.0;60;10;20;0.1
1;1004.0;60;10;19;0.1
1;1005.0;60;10;19;0.1
1;1006.0;60;10;19;0.1
1;1007.0;60;10;19;0.1
1;1008.0;60;10;19;0.1
1;1009.0;60;10;19;0.0
1;1010.0;60;10;19;0.0
1;1011.0;60;10;19;0.0
1;1012.0;60;10;19;0.0
1;1013.0;60;10;19;0.0
1;1014.0;60;10;19;0.0
1;1015.0;60;10;19;0.0
1;1016.0;60;10;19;0.0
1;1017.0;60;10;19;0.0
1;1018.0;60;10;19;0.0
1;1019.0;60;10;19;0.0
1;1020.0;60;10;19;0.0
1;1021.0;60;10;19;0.0
1;1022.0;60;10;19;0.0
1;1023.0;60;10;19;0.0
1;1024.0;60;10;19;0.0
1;1025.0;60;10;19;0.0
1;1026.0;60;10;19;0.0
1;1027.0;60;10;19;0.0
1;1028.0;60;10;19;0.0
1;1029.0;60;10;19;0.0
1;1030.0;60;10;19;0.0
1;1031.0;60;10;19;0.0
1;1032.0;60;10;19;0.0
1;1033.0;60;10;19;0.0
1;1034.0;60;10;19;0.0
1;1035.0;60;10;19;0.0
1;1036.0;60;10;19;0.0
1;1037.0;60;11;19;0.0
1;1038.0;60;11;20;0.0
1;1039.0;60;11;20;0.0
1;1040.0;60;11;20;0.0
1;1041.0;60;11;20;0.0
1;1042.0;60;11;20;0.0
1;1043.0;60;11;20;0.0
1;1044.0;60;11;20;0.0
1;1045.0;60;11;20;0.0
1;1046.0;60;11;20;0.0
1;1047.0;60;11;20;0.0
1;1048.0;60;11;20;0.0
1;1049.0;60;11;20;0.0
1;1050.0;60;11;20;0.0
1;1051.0;60;11;20;0.0
1;1052.0;60;11;20;0.0
1;1053.0;60;11;20;0.0
1;1054.0;60;11;20;0.0
1;1055.0;60;11;20;0.0
1;1056.0;60;11;20;0.0
1;1057.0;60;11;20;0.0
1;1058.0;60;11;20;0.0
1;1059.0;60;11;20;0.0
1;1060.0;60;11;20;0.0
1;1061.0;60;11;20;0.0
1;1062.0;60;10;20;0.0
1;1063.0;60;10;19;0.0
1;1064.0;60;10;19;0.0
1;1065.0;60;10;19;0.0
1;1066.0;60;10;19;0.0
1;1067.0;60;10;19;0.0
1;1068.0;60;11;19;0.1
1;1069.0;60;11;20;0.1
1;1070.0;60;11;20;0.1
1;1071.0;60;11;20;0.1
1;1072.0;60;11;20;0.1
1;1073.0;60;11;20;0.1
1;1074.0;60;11;20;0.1
1;1075.0;60;11;20;0.1
1;1076.0;60;11;20;0.1
1;1077.0;60;11;20;0.1
1;1078.0;60;11;20;0.0
1;1079.0;60;11;20;0.0
1;1080.0;60;11;20;0.0
1;1081.0;60;11;20;0.0
1;1082.0;60;11;20;0.0
1;1083.0;60;11;20;0.0
1;1084.0;60;11;20;0.0
1;1085.0;60;11;20;0.0
1;1086.0;60;11;20;0.0
1;1087.0;60;11;20;0.0
1;1088.0;60;11;20;0.0
1;1089.0;60;11;20;0.0
1;1090.0;60;11;20;0.0
1;1091.0;60;11;20;0.0
1;1092.0;60;11;20;0.0
1;1093.0;60;11;20;0.0
1;1094.0;60;11;20;0.0
1;1095.0;60;11;20;0.0
1;1096.0;60;11;20;0.0
1;1097.0;60;11;20;0.0
1;1098.0;60;11;20;0.0
1;1099.0;60;11;20;0.0
1;1100.0;60;11;20;0.0
1;1101.0;60;11;20;0.0
1;1102.0;60;11;20;0.0
1;1103.0;60;11;20;0.0
1;1104.0;60;11;20;0.0
1;1105.0;60;11;20;0.0
1;1106.0;60;11;20;0.0
1;1107.0;60;11;20;0.0
1;1108.0;60;11;20;0.0
1;1109.0;60;11;20;0.0
1;1110.0;60;11;20;0.0
1;1111.0;60;11;20;0.0
1;1112.0;60;11;20;0.0
1;1113.0;60;11;20;0.0
1;1114.0;60;11;20;0.0
1;1115.0;60;11;20;0.0
1;1116.0;60;11;20;0.0
1;1117.0;60;11;20;0.0
1;1118.0;60;10;20;0.0
1;1119.0;60;11;19;0.1
1;1120.0;60;11;20;0.1
1;1121.0;60;11;20;0.1
1;1122.0;60;11;20;0.1
1;1123.0;60;11;20;0.1
1;1124.0;60;11;20;0.1
1;1125.0;60;11;20;0.1
1;1126.0;60;11;20;0.1
1;1127.0;60;11;20;0.1
1;1128.0;60;11;20;0.1
1;1129.0;60;11;20;0.0
1;1130.0;60;11;20;0.0
1;1131.0;60;11;20;0.0
1;1132.0;60;11;20;0.0
1;1133.0;60;11;20;0.0
1;1134.0;60;11;20;0.0
1;1135.0;60;11;20;0.0
1;1136.0;60;11;20;0.0
1;1137.0;60;11;20;0.0
1;1138.0;60;11;20;0.0
1;1139.0;60;11;20;0.0
1;1140.0;60;11;20;0.0
1;1141.0;60;11;20;0.0
1;1142.0;60;11;20;0.0
1;1143.0;60;11;20;0.0
1;1144.0;60;11;20;0.0
1;1145.0;60;11;20;0.0
1;1146.0;60;11;20;0.0
1;1147.0;60;11;20;0.0
1;1148.0;60;11;20;0.0
1;1149.0;60;11;20;0.0
1;1150.0;60;11;20;0.0
1;1151.0;60;11;20;0.0
1;1152.0;60;11;20;0.0
1;1153.0;60;11;20;0.0
1;1154.0;60;11;20;0.0
1;1155.0;60;11;20;0.0
1;1156.0;60;11;20;0.0
1;1157.0;60;11;20;0.0
1;1158.0;60;11;20;0.0
1;1159.0;60;11;20;0.0
1;1160.0;60;11;20;0.0
1;1161.0;60;11;20;0.0
1;1162.0;60;11;20;0.0
1;1163.0;60;11;20;0.0
1;1164.0;60;11;20;0.0
1;1165.0;60;11;20;0.0
1;1166.0;60;11;20;0.0
1;1167.0;60;10;20;0.0
1;1168.0;60;10;19;0.1
1;1169.0;60;10;19;0.1
1;1170.0;60;11;19;0.2
1;1171.0;60;11;20;0.2
1;1172.0;60;11;20;0.2
1;1173.0;60;11;20;0.2
1;1174.0;60;11;20;0.2
1;1175.0;60;11;20;0.2
1;1176.0;60;11;20;0.2
1;1177.0;60;11;20;0.2
1;1178.0;60;11;20;0.1
1;1179.0;60;11;20;0.1
1;1180.0;60;11;20;0.0
1;1181.0;60;11;20;0.0
1;1182.0;60;11;20;0.0
1;1183.0;60;11;20;0.0
1;1184.0;60;11;20;0.0
1;1185.0;60;11;20;0.0
1;1186.0;60;11;20;0.0
1;1187.0;60;11;20;0.0
1;1188.0;60;11;20;0.0
1;1189.0;60;11;20;0.0
1;1190.0;60;11;20;0.0
1;1191.0;60;11;20;0.0
1;1192.0;60;11;20;0.0
1;1193.0;60;11;20;0.0
1;1194.0;60;11;20;0.0
1;1195.0;60;11;20;0.0
1;1196.0;60;11;20;0.0
1;1197.0;60;11;20;0.0
1;1198.0;60;11;20;0.0
1;1199.0;60;11;20;0.0
1;1200.0;60;11;20;0.0
1;1201.0;60;11;20;0.0
1;1202.0;60;11;20;0.0
1;1203.0;60;11;20;0.0
1;1204.0;60;11;20;0.0
1;1205.0;60;11;20;0.0
1;1206.0;60;11;20;0.0
1;1207.0;60;11;20;0.0
1;1208.0;60;11;20;0.0
1;1209.0;60;11;20;0.0
1;1210.0;60;11;20;0.0
1;1211.0;60;11;20;0.0
1;1212.0;60;11;20;0.0
1;1213.0;60;11;20;0.0
1;1214.0;60;11;20;0.0
1;1215.0;60;11;20;0.0
1;1216.0;60;11;20;0.0
1;1217.0;60;11;20;0.0
1;1218.0;60;11;20;0.0
1;1219.0;60;11;20;0.0
1;1220.0;60;11;20;0.0
1;1221.0;60;11;20;0.0
1;1222.0;60;11;20;0.0
1;1223.0;60;11;20;0.0
1;1224.0;60;11;20;0.0
1;1225.0;60;11;20;0.0
1;1226.0;60;10;20;0.0
1;1227.0;60;10;19;0.0
1;1228.0;60;10;19;0.0
1;1229.0;60;10;19;0.1
1;1230.0;60;11;19;0.2
1;1231.0;60;11;20;0.2
1;1232.0;60;11;20;0.2
1;1233.0;60;11;20;0.2
1;1234.0;60;11;20;0.2
1;1235.0;60;11;20;0.2
1;1236.0;60;11;20;0.2
1;1237.0;60;11;20;0.2
1;1238.0;60;11;20;0.2
1;1239.0;60;11;20;0.1
1;1240.0;60;11;20;0.0
1;1241.0;60;11;20;0.0
1;1242.0;60;11;20;0.0
1;1243.0;60;11;20;0.0
1;1244.0;60;11;20;0.0
1;1245.0;60;11;20;0.0
1;1246.0;60;11;20;0.0
1;1247.0;60;11;20;0.0
1;1248.0;60;11;20;0.0
1;1249.0;60;11;20;0.0
1;1250.0;60;11;20;0.0
1;1251.0;60;11;20;0.0
1;1252.0;60;11;20;0.0
1;1253.0;60;11;20;0.0
1;1254.0;60;11;20;0.0
1;1255.0;60;11;20;0.0
1;1256.0;60;11;20;0.0
1;1257.0;60;11;20;0.0
1;1258.0;60;11;20;0.0
1;1259.0;60;11;20;0.0
1;1260.0;60;11;20;0.0
1;1261.0;60;11;20;0.0
1;1262.0;60;11;20;0.0
1;1263.0;60;11;20;0.0
1;1264.0;60;11;20;0.0
1;1265.0;60;11;20;0.0
1;1266.0;60;11;20;0.0
1;1267.0;60;11;20;0.0
1;1268.0;60;11;20;0.0
1;1269.0;60;11;20;0.0
1;1270.0;60;11;20;0.0
1;1271.0;60;11;20;0.0
1;1272.0;60;11;20;0.0
1;1273.0;60;11;20;0.0
1;1274.0;60;11;20;0.0
1;1275.0;60;11;20;0.0
1;1276.0;60;11;20;0.0
1;1277.0;60;11;20;0.0
1;1278.0;60;11;20;0.0
1;1279.0;60;11;20;0.0
1;1280.0;60;11;20;0.0
1;1281.0;60;11;20;0.0
1;1282.0;60;11;20;0.0
1;1283.0;60;11;20;0.0
1;1284.0;60;11;20;0.0
1;1285.0;60;11;20;0.0
1;1286.0;60;11;20;0.0
1;1287.0;60;11;20;0.0
1;1288.0;60;11;20;0.0
1;1289.0;60;11;20;0.0
1;1290.0;60;11;20;0.0
1;1291.0;60;11;20;0.0
1;1292.0;60;11;20;0.0
1;1293.0;60;11;20;0.0
1;1294.0;60;11;20;0.0
1;1295.0;60;10;20;0.0
1;1296.0;60;10;19;0.0
1;1297.0;60;10;19;0.3
1;1298.0;60;10;19;0.3
1;1299.0;60;10;19;0.3
1;1300.0;60;10;19;0.3
1;1301.0;60;11;19;0.4
1;1302.0;60;11;20;0.4
1;1303.0;60;11;20;0.4
1;1304.0;60;11;20;0.4
1;1305.0;60;11;20;0.4
1;1306.0;60;11;20;0.4
1;1307.0;60;11;20;0.1
1;1308.0;60;11;20;0.1
1;1309.0;60;11;20;0.1
1;1310.0;60;11;20;0.1
1;1311.0;60;11;20;0.0
1;1312.0;60;11;20;0.0
1;1313.0;60;11;20;0.0
1;1314.0;60;11;20;0.0
1;1315.0;60;11;20;0.0
1;1316.0;60;11;20;0.0
1;1317.0;60;11;20;0.0
1;1318.0;60;11;20;0.0
1;1319.0;60;11;20;0.0
1;1320.0;60;11;20;0.0
1;1321.0;60;11;20;0.0
1;1322.0;60;11;20;0.0
1;1323.0;60;11;20;0.0
1;1324.0;60;11;20;0.0
1;1325.0;60;11;20;0.0
1;1326.0;60;11;20;0.0
1;1327.0;60;11;20;0.0
1;1328.0;60;11;20;0.0
1;1329.0;60;11;20;0.0
1;1330.0;60;11;20;0.0
1;1331.0;60;11;20;0.0
1;1332.0;60;11;20;0.0
1;1333.0;60;11;20;0.0
1;1334.0;60;11;20;0.0
1;1335.0;60;11;20;0.0
1;1336.0;60;11;20;0.0
1;1337.0;60;11;20;0.0
1;1338.0;60;11;20;0.0
1;1339.0;60;11;20;0.0
1;1340.0;60;11;20;0.0
1;1341.0;60;11;20;0.0
1;1342.0;60;11;20;0.0
1;1343.0;60;11;20;0.0
1;1344.0;60;11;20;0.0
1;1345.0;60;11;20;0.0
1;1346.0;60;11;20;0.0
1;1347.0;60;11;20;0.0
1;1348.0;60;11;20;0.0
1;1349.0;60;11;20;0.0
1;1350.0;60;11;20;0.0
1;1351.0;60;11;20;0.0
1;1352.0;60;11;20;0.0
1;1353.0;60;11;20;0.0
1;1354.0;60;11;20;0.0
1;1355.0;60;11;20;0.0
1;1356.0;60;11;20;0.0
1;1357.0;60;11;20;0.0
1;1358.0;60;11;20;0.0
1;1359.0;60;11;20;0.0
1;1360.0;60;11;20;0.0
1;1361.0;60;11;20;0.0
1;1362.0;60;11;20;0.0
1;1363.0;60;11;20;0.0
1;1364.0;60;11;20;0.0
1;1365.0;60;11;20;0.0
1;1366.0;60;11;20;0.0
1;1367.0;60;11;20;0.0
1;1368.0;60;11;20;0.0
1;1369.0;60;11;20;0.0
1;1370.0;60;11;20;0.0
1;1371.0;60;11;20;0.0
1;1372.0;60;11;20;0.0
1;1373.0;60;11;20;0.0
1;1374.0;60;11;20;0.0
1;1375.0;60;11;20;0.0
1;1376.0;60;11;20;0.0
1;1377.0;60;11;20;0.0
1;1378.0;60;11;20;0.0
1;1379.0;60;11;20;0.0
1;1380.0;60;11;20;0.0
1;1381.0;60;11;20;0.0
1;1382.0;60;11;20;0.0
1;1383.0;60;11;20;0.0
1;1384.0;60;11;20;0.0
1;1385.0;60;11;20;0.0
1;1386.0;60;11;20;0.0
1;1387.0;60;11;20;0.0
1;1388.0;60;11;20;0.0
1;1389.0;60;11;20;0.0
1;1390.0;60;11;20;0.0
1;1391.0;60;11;20;0.0
1;1392.0;60;11;20;0.0
1;1393.0;60;11;20;0.0
1;1394.0;60;11;20;0.0
1;1395.0;60;11;20;0.0
1;1396.0;60;11;20;0.0
1;1397.0;60;11;20;0.0
1;1398.0;60;11;20;0.0
1;1399.0;60;11;20;0.0
1;1400.0;60;11;20;0.0
1;1401.0;60;11;20;0.0
1;1402.0;60;10;20;0.0
1;1403.0;60;10;19;0.0
1;1404.0;60;10;19;0.1
1;1405.0;60;10;19;0.1
1;1406.0;60;10;19;0.1
1;1407.0;60;11;19;0.2
1;1408.0;60;11;20;0.2
1;1409.0;60;11;20;0.2
1;1410.0;60;11;20;0.2
1;1411.0;60;11;20;0.2
1;1412.0;60;11;20;0.2
1;1413.0;60;11;20;0.2
1;1414.0;60;11;20;0.1
1;1415.0;60;11;20;0.1
1;1416.0;60;11;20;0.1
1;1417.0;60;11;20;0.0
1;1418.0;60;11;20;0.0
1;1419.0;60;11;20;0.0
1;1420.0;60;11;20;0.0
1;1421.0;60;11;20;0.0
1;1422.0;60;11;20;0.0
1;1423.0;60;11;20;0.0
1;1424.0;60;11;20;0.0
1;1425.0;60;11;20;0.0
1;1426.0;60;11;20;0.0
1;1427.0;60;11;20;0.0
1;1428.0;60;11;20;0.0
1;1429.0;60;11;20;0.0
1;1430.0;60;11;20;0.0
1;1431.0;60;11;20;0.0
1;1432.0;60;11;20;0.0
1;1433.0;60;11;20;0.0
1;1434.0;60;11;20;0.0
1;1435.0;60;11;20;0.0
1;1436.0;60;11;20;0.0
1;1437.0;60;11;20;0.0
1;1438.0;60;11;20;0.0
1;1439.0;60;11;20;0.0
1;1440.0;60;11;20;0.0
1;1441.0;60;11;20;0.0
1;1442.0;60;11;20;0.0
1;1443.0;60;11;20;0.0
1;1444.0;60;11;20;0.0
1;1445.0;60;11;20;0.0
1;1446.0;60;11;20;0.0
1;1447.0;60;11;20;0.0
1;1448.0;60;11;20;0.0
1;1449.0;60;11;20;0.0
1;1450.0;60;11;20;0.0
1;1451.0;60;11;20;0.0
1;1452.0;60;11;20;0.0
1;1453.0;60;10;20;0.0
1;1454.0;60;10;19;0.0
1;1455.0;60;10;19;0.0
1;1456.0;60;10;19;0.0
1;1457.0;60;10;19;0.0
1;1458.0;60;10;19;0.0
1;1459.0;60;10;19;0.0
1;1460.0;60;9;19;0.0
1;1461.0;60;9;18;0.0
1;1462.0;60;10;18;0.1
1;1463.0;60;10;19;0.1
1;1464.0;60;10;19;0.1
1;1465.0;60;10;19;0.1
1;1466.0;60;10;19;0.1
1;1467.0;60;10;19;0.1
1;1468.0;60;10;19;0.1
1;1469.0;60;10;19;0.1
1;1470.0;60;10;19;0.1
1;1471.0;60;10;19;0.1
1;1472.0;60;10;19;0.0
1;1473.0;60;10;19;0.0
1;1474.0;60;10;19;0.0
1;1475.0;60;10;19;0.0
1;1476.0;60;10;19;0.0
1;1477.0;60;10;19;0.0
1;1478.0;60;10;19;0.0
1;1479.0;60;10;19;0.0
1;1480.0;60;10;19;0.0
1;1481.0;60;10;19;0.0
1;1482.0;60;10;19;0.0
1;1483.0;60;10;19;0.0
1;1484.0;60;10;19;0.0
1;1485.0;60;10;19;0.0
1;1486.0;60;10;19;0.0
1;1487.0;60;10;19;0.0
1;1488.0;60;10;19;0.0
1;1489.0;60;10;19;0.0
1;1490.0;60;10;19;0.0
1;1491.0;60;10;19;0.0
1;1492.0;60;10;19;0.0
1;1493.0;60;10;19;0.0
1;1494.0;60;10;19;0.0
1;1495.0;60;10;19;0.0
1;1496.0;60;10;19;0.0
1;1497.0;60;10;19;0.0
1;1498.0;60;10;19;0.0
1;1499.0;60;10;19;0.0
1;1500.0;60;10;19;0.0
1;1501.0;60;10;19;0.0
1;1502.0;60;10;19;0.0
1;1503.0;60;10;19;0.0
1;1504.0;60;10;19;0.0
1;1505.0;60;10;19;0.0
1;1506.0;60;10;19;0.0
1;1507.0;60;10;19;0.0
1;1508.0;60;10;19;0.0
1;1509.0;60;10;19;0.0
1;1510.0;60;10;19;0.0
1;1511.0;60;10;19;0.0
1;1512.0;60;10;19;0.0
1;1513.0;60;10;19;0.0
1;1514.0;60;10;19;0.0
1;1515.0;60;10;19;0.0
1;1516.0;60;10;19;0.0
1;1517.0;60;9;19;0.0
1;1518.0;60;9;18;0.0
1;1519.0;60;9;18;0.0
1;1520.0;60;9;18;0.0
1;1521.0;60;9;18;0.0
1;1522.0;60;10;18;0.1
1;1523.0;60;10;19;0.1
1;1524.0;60;10;19;0.1
1;1525.0;60;10;19;0.1
1;1526.0;60;10;19;0.1
1;1527.0;60;10;19;0.1
1;1528.0;60;10;19;0.1
1;1529.0;60;10;19;0.1
1;1530.0;60;10;19;0.1
1;1531.0;60;10;19;0.1
1;1532.0;60;10;19;0.0
1;1533.0;60;10;19;0.0
1;1534.0;60;10;19;0.0
1;1535.0;60;10;19;0.0
1;1536.0;60;10;19;0.0
1;1537.0;60;10;19;0.0
1;1538.0;60;10;19;0.0
1;1539.0;60;10;19;0.0
1;1540.0;60;10;19;0.0
1;1541.0;60;10;19;0.0
1;1542.0;60;10;19;0.0
1;1543.0;60;10;19;0.0
1;1544.0;60;10;19;0.0
1;1545.0;60;10;19;0.0
1;1546.0;60;10;19;0.0
1;1547.0;60;10;19;0.0
1;1548.0;60;10;19;0.0
1;1549.0;60;10;19;0.0
1;1550.0;60;10;19;0.0
1;1551.0;60;10;19;0.0
1;1552.0;60;10;19;0.0
1;1553.0;60;10;19;0.0
1;1554.0;60;10;19;0.0
1;1555.0;60;10;19;0.0
1;1556.0;60;10;19;0.0
1;1557.0;60;10;19;0.0
1;1558.0;60;10;19;0.0
1;1559.0;60;10;19;0.0
1;1560.0;60;10;19;0.0
1;1561.0;60;10;19;0.0
1;1562.0;60;10;19;0.0
1;1563.0;60;10;19;0.0
1;1564.0;60;10;19;0.0
1;1565.0;60;10;19;0.0
1;1566.0;60;10;19;0.0
1;1567.0;60;10;19;0.0
1;1568.0;60;10;19;0.0
1;1569.0;60;10;19;0.0
1;1570.0;60;10;19;0.0
1;1571.0;60;10;19;0.0
1;1572.0;60;10;19;0.0
1;1573.0;60;10;19;0.0
1;1574.0;60;10;19;0.0
1;1575.0;60;10;19;0.0
1;1576.0;60;10;19;0.0
1;1577.0;60;10;19;0.0
1;1578.0;60;10;19;0.0
1;1579.0;60;10;19;0.0
1;1580.0;60;10;19;0.0
1;1581.0;60;10;19;0.0
1;1582.0;60;10;19;0.0
1;1583.0;60;10;19;0.0
1;1584.0;60;10;19;0.0
1;1585.0;60;10;19;0.0
1;1586.0;60;10;19;0.0
1;1587.0;60;10;19;0.0
1;1588.0;60;10;19;0.0
1;1589.0;60;10;19;0.0
1;1590.0;60;10;19;0.0
1;1591.0;60;10;19;0.0
1;1592.0;60;10;19;0.0
1;1593.0;60;10;19;0.0
1;1594.0;60;10;19;0.0
1;1595.0;60;10;19;0.0
1;1596.0;60;10;19;0.0
1;1597.0;60;10;19;0.0
1;1598.0;60;10;19;0.0
1;1599.0;60;10;19;0.0
1;1600.0;60;10;19;0.0
1;1601.0;60;10;19;0.0
1;1602.0;60;10;19;0.0
1;1603.0;60;10;19;0.0
1;1604.0;60;10;19;0.0
1;1605.0;60;10;19;0.0
1;1606.0;60;10;19;0.0
1;1607.0;60;10;19;0.0
1;1608.0;60;10;19;0.0
1;1609.0;60;10;19;0.0
1;1610.0;60;10;19;0.0
1;1611.0;60;10;19;0.0
1;1612.0;60;10;19;0.0
1;1613.0;60;10;19;0.0
1;1614.0;60;10;19;0.0
1;1615.0;60;10;19;0.0
1;1616.0;60;10;19;0.0
1;1617.0;60;10;19;0.0
1;1618.0;60;10;19;0.0
1;1619.0;60;10;19;0.0
1;1620.0;60;10;19;0.0
1;1621.0;60;10;19;0.0
1;1622.0;60;9;19;0.0
1;1623.0;60;9;18;0.0
1;1624.0;60;9;18;0.0
1;1625.0;60;9;18;0.0
1;1626.0;60;10;18;0.1
1;1627.0;60;10;19;0.1
1;1628.0;60;10;19;0.1
1;1629.0;60;10;19;0.1
1;1630.0;60;10;19;0.1
1;1631.0;60;10;19;0.1
1;1632.0;60;10;19;0.1
1;1633.0;60;10;19;0.1
1;1634.0;60;10;19;0.1
1;1635.0;60;10;19;0.1
1;1636.0;60;10;19;0.0
1;1637.0;60;10;19;0.0
1;1638.0;60;10;19;0.0
1;1639.0;60;10;19;0.0
1;1640.0;60;10;19;0.0
1;1641.0;60;10;19;0.0
1;1642.0;60;10;19;0.0
1;1643.0;60;10;19;0.0
1;1644.0;60;10;19;0.0
1;1645.0;60;10;19;0.0
1;1646.0;60;10;19;0.0
1;1647.0;60;10;19;0.0
1;1648.0;60;10;19;0.0
1;1649.0;60;10;19;0.0
1;1650.0;60;10;19;0.0
1;1651.0;60;10;19;0.0
1;1652.0;60;10;19;0.0
1;1653.0;60;10;19;0.0
1;1654.0;60;10;19;0.0
1;1655.0;60;10;19;0.0
1;1656.0;60;10;19;0.0
1;1657.0;60;10;19;0.0
1;1658.0;60;10;19;0.0
1;1659.0;60;10;19;0.0
1;1660.0;60;10;19;0.0
1;1661.0;60;10;19;0.0
1;1662.0;60;10;19;0.0
1;1663.0;60;10;19;0.0
1;1664.0;60;10;19;0.0
1;1665.0;60;10;19;0.0
1;1666.0;60;10;19;0.0
1;1667.0;60;10;19;0.0
1;1668.0;60;10;19;0.0
1;1669.0;60;10;19;0.0
1;1670.0;60;10;19;0.0
1;1671.0;60;10;19;0.0
1;1672.0;60;10;19;0.0
1;1673.0;60;10;19;0.0
1;1674.0;60;10;19;0.0
1;1675.0;60;10;19;0.0
1;1676.0;60;10;19;0.0
1;1677.0;60;10;19;0.0
1;1678.0;60;10;19;0.0
1;1679.0;60;10;19;0.0
1;1680.0;60;10;19;0.0
1;1681.0;60;10;19;0.0
1;1682.0;60;10;19;0.0
1;1683.0;60;10;19;0.0
1;1684.0;60;10;19;0.0
1;1685.0;60;10;19;0.0
1;1686.0;60;10;19;0.0
1;1687.0;60;10;19;0.0
1;1688.0;60;10;19;0.0
1;1689.0;60;10;19;0.0
1;1690.0;60;10;19;0.0
